CHAVE DE ACESSO,MODELO,SÉRIE,NÚMERO,NATUREZA DA OPERAÇÃO,DATA EMISSÃO,CPF/CNPJ Emitente,RAZÃO SOCIAL EMITENTE,INSCRIÇÃO ESTADUAL EMITENTE,UF EMITENTE,MUNICÍPIO EMITENTE,CNPJ DESTINATÁRIO,NOME DESTINATÁRIO,UF DESTINATÁRIO,INDICADOR IE DESTINATÁRIO,DESTINO DA OPERAÇÃO,CONSUMIDOR FINAL,PRESENÇA DO COMPRADOR,NÚMERO PRODUTO,DESCRIÇÃO DO PRODUTO/SERVIÇO,CÓDIGO NCM/SH,NCM/SH (TIPO DE PRODUTO),CFOP,QUANTIDADE,UNIDADE,VALOR UNITÁRIO,VALOR TOTAL
24090114646020566730890294933254525193570681,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,776,VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,2024-09-25 20:22:21,26044732000177,MATHEUS MED COMERCIO DE ARTIGOS MEDICOS LTDA,162790775,PB,JOAO PESSOA,3568867000136,HOSPITAL DAS FORCAS ARMADAS,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,1 - OPERAÇÃO PRESENCIAL,1,CADEIRA DE RODAS MARCA DELLAMED,87131000,"Cadeiras de rodas, etc, sem mecanismo de propulsão",6102,4.21,UNIDAD,1797.23,7566.34
24090123040985320851290225912326718416679965,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,19,VENDA,2024-09-21 11:46:14,50506565000113,OGATTI IMPORTS LTDA,821588200151,DF,BRASILIA,9585272000175,2 REGIMENTO DE CAVALARIA DE GUARDAS,RJ,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"2 - OPERAÇÃO NÃO PRESENCIAL, PELA INTERNET",1,ESTRADO DE BORRACHA,40169100,"Revestimentos para pisos (pavimentos) e capachos, de borracha vulcanizada não endurecida",6102,37.21,UNIDAD,296.25,11023.46
24090101431361229908527711274742778126006938,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,11,312683,Venda produção estab.destinada a não contribuinte / Venda,2024-09-10 01:13:09,81243735001977,POSITIVO TECNOLOGIA S/A,62005901,AM,MANAUS,7777800000162,UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA,BA,CONTRIBUINTE ISENTO,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,1,VAIO FE14 VJFE49F11X B0111H,84713012,"Máquinas digitais de processamento de dados, bateria/elétrica, portáteis, peso < 3,5 kg, tamanho <= 560 cm2",6107,1.04,PEÇA,3468.72,3607.47
24090101431361229908527711274742778126006938,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,11,312683,Venda produção estab.destinada a não contribuinte / Venda,2024-09-10 01:13:09,81243735001977,POSITIVO TECNOLOGIA S/A,62005901,AM,MANAUS,7777800000162,UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA,BA,CONTRIBUINTE ISENTO,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,2,MOU USB POSITIVO SM 6620,84716053,"Indicadores ou apontadores (mouse e track-ball, por exemplo), para máquinas automáticas de processamento de dados",6108,1.11,PEÇA,13.38,14.85
24090161015174958913449322508170233341963949,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,364908,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-09-27 22:05:26,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,1,2023-JECA O TATU-2020,49019900,"Outros livros, brochuras e impressos semelhantes",6906,0.99,UNIDAD,4.75,4.7
24090161015174958913449322508170233341963949,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,364908,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-09-27 22:05:26,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,2,2023-A CASINHA DO TATU-2020,49019900,"Outros livros, brochuras e impressos semelhantes",6906,0.94,UNIDAD,4.17,3.92
24090161015174958913449322508170233341963949,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,364908,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-09-27 22:05:26,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,3,2023-A VACA AVACALHADA-2020,49019900,"Outros livros, brochuras e impressos semelhantes",6906,0.86,UNIDAD,5.97,5.13
24090161015174958913449322508170233341963949,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,364908,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-09-27 22:05:26,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,4,2023-A ULTIMA ARVORE DO MUNDO-2020,49019900,"Outros livros, brochuras e impressos semelhantes",6906,0.87,UNIDAD,6.98,6.07
24090161015174958913449322508170233341963949,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,364908,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-09-27 22:05:26,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,5,2023-UM AMOR DE CONFUSAO-2020,49019900,"Outros livros, brochuras e impressos semelhantes",6906,0.91,UNIDAD,3.37,3.07
24090161015174958913449322508170233341963949,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,364908,RETORNO DE MATERIAL DEPOSITADO EM ARMAZEM GERAL,2024-09-27 22:05:26,34028316923228,EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS,112388853119,SP,CAJAMAR,378257000181,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,6,2023-E IGUAL E DIFERENTE-2020,49019900,"Outros livros, brochuras e impressos semelhantes",6906,0.81,UNIDAD,9.42,7.63
