CHAVE DE ACESSO,MODELO,SÉRIE,NÚMERO,NATUREZA DA OPERAÇÃO,DATA EMISSÃO,CPF/CNPJ Emitente,RAZÃO SOCIAL EMITENTE,INSCRIÇÃO ESTADUAL EMITENTE,UF EMITENTE,MUNICÍPIO EMITENTE,CNPJ DESTINATÁRIO,NOME DESTINATÁRIO,UF DESTINATÁRIO,INDICADOR IE DESTINATÁRIO,DESTINO DA OPERAÇÃO,CONSUMIDOR FINAL,PRESENÇA DO COMPRADOR,NÚMERO PRODUTO,DESCRIÇÃO DO PRODUTO/SERVIÇO,CÓDIGO NCM/SH,NCM/SH (TIPO DE PRODUTO),CFOP,QUANTIDADE,UNIDADE,VALOR UNITÁRIO,VALOR TOTAL
25020137596003824314115900086444478107062005,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,141729,"5656 Venda de combustivel ou lubrificante, adquiridos ou re",2025-02-08 07:07:19,19967950000118,L. LUCIA KUHN E CIA LTDA EPP,135428165,MT,QUERENCIA,394544004504,MINISTERIO DA SAUDE,MT,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,1 - OPERAÇÃO PRESENCIAL,1,OLEO DIESEL B S10 ADITIVADO,27101921,Gasóleo (óleo diesel),5656,49.32,LITRO,6.91,340.8
25020159147979365386048316297181910874837330,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,11934,6.108 VENDA MERC. ADQ. TERCEIROS,2025-02-14 13:05:24,14477127000100,LAIBO MEDICAL PRODUTOS MEDICOS E HOSPITALARES LTDA,633408342110,SP,SANTOS,394544020291,MINISTERIO DA SAUDE -HOSP. FED BONS,RJ,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",1,MMQG07110 - KIT INTRODUTOR FEMORAL 7FRX11CM,90183929,"Outras sondas, catéteres e cânulas",6108,10.85,UNIDAD,120.13,1303.41
25020140923936150675821644460570548296970106,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,674,Remessa para industrializacao,2025-02-10 15:11:43,23886799000160,PENTAGGONO INDUSTRIAL EXPORTADORA LTDA,625685280091,MG,BELO HORIZONTE,402552001289,CENTRO DE DESENVOLVIMENTO DA TECNOLOGIA NUCLEAR,MG,CONTRIBUINTE ICMS,1 - OPERAÇÃO INTERNA,0 - NORMAL,0 - NÃO SE APLICA,1,QUARTZO BRUTO,71031000,"Pedras preciosas (exceto diamantes) ou semipreciosas, em bruto ou simplesmente serradas ou desbastadas",5901,590.33,KG,33.38,19705.22
25020154343024948546979091920090492021741975,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,342,Venda Fora do Estado,2025-02-05 05:28:42,42933602000141,ZENITE COMERCIO E SUPRIMENTOS DE INFORMATICA LTDA,261222082,SC,SANTO AMARO DA IMPERATRIZ,10673078000120,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA- IFMS",MS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"2 - OPERAÇÃO NÃO PRESENCIAL, PELA INTERNET",1,PATCH PANEL CAT6 24 PORTAS,85369090,"Outros aparelhos para interrupção, etc, para circuitos elétricos, para uma tensão não superior a 1.000 V",6108,4.5,UNIDAD,194.89,877.0
25020101285486499606110056367598592068103263,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,0,9568,Vda Cmb/Lub.cons/usu.final estab.outra UF,2025-02-15 16:38:52,34274233010248,VIBRA ENERGIA S.A,100235549,GO,ANAPOLIS,394429000100,COMANDO DA AERONAUTICA,DF,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,1 - OPERAÇÃO PRESENCIAL,1,BR JET A PLUS - L,27101911,Querosenes de aviação,5667,2542.19,L,5.13,13041.43
25020137339422372140486332248888249910734027,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,4791,Venda a prazo,2025-02-12 02:35:22,33180160000119,JP COMERCIO DE PRODUTOS ALIMENTICIOS E SERVICOS EIRELI,34110590060,MG,JUIZ DE FORA,9595886000138,COMANDO DA 4 BRIGADA DE INFANTARIA LEVE MONTANHA,MG,CONTRIBUINTE ISENTO,1 - OPERAÇÃO INTERNA,0 - NORMAL,0 - NÃO SE APLICA,1,REQUEIJAO 200G,4061090,"Outros queijos frescos (não curados), inclusive requeijão, etc.",5405,200.96,UNIDAD,6.76,1358.49
25020104544504043657350477438654966671107618,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,19,VENDA,2025-02-21 23:41:40,50506565000113,OGATTI IMPORTS LTDA,821588200151,DF,BRASILIA,9585272000175,2 REGIMENTO DE CAVALARIA DE GUARDAS,RJ,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"2 - OPERAÇÃO NÃO PRESENCIAL, PELA INTERNET",1,ESTRADO DE BORRACHA,40169100,"Revestimentos para pisos (pavimentos) e capachos, de borracha vulcanizada não endurecida",6102,37.45,UNIDAD,254.44,9528.78
25020197285061958030824800597269368765556315,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,715,Venda de mercadoria,2025-02-10 07:01:35,13158576000123,F C NICOLAU EQUIPAMENTOS PARA LABORATÓRIO LTDA.,206868421110,SP,BARUERI,396895006247,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",MG,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,1,Homogeneizador múltiplo de amostras,84798210,Outros misturadores,6102,1.09,UNIDAD,43769.87,47709.16
25020199726346203108650113605448936980722087,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,0,726,"Venda de mercadoria adq de terceiros, em venda a ordem",2025-02-20 19:00:54,42152392000154,C K COMERCIO DE FERRAGENS LTDA,390190012,RS,ERECHIM,75101873000432,UTFPR CAMPUS PATO BRANCO,PR,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,1 - OPERAÇÃO PRESENCIAL,1,CABO FLEXIVEL 750V 25MM PRETO BOBINA 500 MT,85441100,"Fios de cobre para bobinar, isolados para usos elétricos (incluindo os envernizados ou oxidados anodicamente)",6120,480.02,METRO,11.84,5683.44
25020176110906554882044024188620968032430985,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2525,VENDA DE MERCADORIA FORA DO ESTADO,2025-02-03 20:36:23,29843878000170,V CALDI PEREIRA PECAS E SERVICOS DIESEL,284290777,MS,COXIM,9615848000108,4 BATALHAO LOGISTICO,RS,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,1 - OPERAÇÃO PRESENCIAL,1,LANTERNA TATERAL CARRETA LED,85122021,Luzes fixas para automóveis e outros ciclos,6403,4.47,UNIDAD,39.73,177.59
